year,sex,position_title,position_type,service_end_date,days_employed,pay_total,annual_rate,location,contract,bargaining_group_num,bargaining_group_title
2018,female,Grad Prog Dir/Assoc Professor,Full Time Employee,12/22/18 0:00,365,109342.78,124833.646,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,female,Visiting Instructor,Full Time Employee,12/22/18 0:00,365,109360.86,55000.14,U Mass Lowell,Non-Unit Professional (L98),L98,Non-Unit Professional
2018,female,Consultant Pharmacist IV,Full Time Employee,12/22/18 0:00,365,109410.27,114792.002,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Asst Professor U of M,Full Time Employee,12/22/18 0:00,365,109455.24,109634.98,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,Consultant Pharmacist IV,Full Time Employee,12/22/18 0:00,365,109460.3,114792.002,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Asst Professor U of M,Full Time Employee,12/22/18 0:00,365,109491.35,90344.54,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,"Dir, Operations DCS",Full Time Employee,12/22/18 0:00,365,109637.62,110723.122,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Sr Product Owner,Full Time Employee,12/22/18 0:00,365,109643.82,112187.485,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Department Chairman,Full Time Employee,12/22/18 0:00,365,109742.24,114824.32,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,female,Senior Lecturer II,Full Time Employee,12/22/18 0:00,365,109874.72,102571.901,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,male,Lead Electrical Engineer,Full Time Employee,12/22/18 0:00,365,109931.89,109931.9,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Assoc Professor U of M,Full Time Employee,12/22/18 0:00,365,109976.8,110157.84,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,Professional Technician I,Full Time Employee,12/22/18 0:00,365,110007.02,109653.7,U Mass Dartmouth,AFT Librarians and Technicians (D81),D81,AFT Librarians and Technicians
2018,male,Project Manager III,Full Time Employee,12/22/18 0:00,365,110132.4,110289.328,U Mass Central Office,Non-Unit Professional (P72),P72,Non-Unit Professional
2018,female,Assoc Professor U of M,Full Time Employee,12/22/18 0:00,365,110162.68,110344,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,Consultant Pharmacist IV,Full Time Employee,12/22/18 0:00,365,110299.92,114923.016,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Consultant Pharmacist IV,Full Time Employee,12/22/18 0:00,365,110311.85,110335.004,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Assoc Dir Sound Recording,Full Time Employee,12/22/18 0:00,365,110369.81,107792.105,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,female,Professor U of M,Full Time Employee,12/22/18 0:00,365,110411.6,133725.8,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,Sr Graphics Illustrator,Full Time Employee,12/22/18 0:00,365,110429.28,110429.28,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Assoc Professor U of M,Full Time Employee,12/22/18 0:00,365,110433.64,104486.46,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,Assoc Professor U of M,Full Time Employee,12/22/18 0:00,365,110502,110683.56,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,Asst Professor,Full Time Employee,12/22/18 0:00,365,110611.8,111707.003,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Librarian V U of M,Full Time Employee,12/22/18 0:00,365,110740.55,110922.76,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Grad Prog Dir/Assoc Professor,Full Time Employee,12/22/18 0:00,365,110802.95,110980.173,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,male,Institutional Maint Foreman,Full Time Employee,12/22/18 0:00,365,110819.65,81978.362,U Mass Lowell,MTA/NEA Maintenance/Trades (L93),L93,MTA/NEA Maintenance/Trades
2018,male,Inst Maintenance Foreman,Full Time Employee,12/22/18 0:00,365,110872.22,73605.74,U Mass Amherst,MTA/NEA Non-Exempt Supervisors (A15),A15,MTA/NEA Non-Exempt Supervisors
2018,female,Associate Professor,Full Time Employee,12/22/18 0:00,365,110891.04,106065.355,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,male,Asst Professor,Full Time Employee,12/22/18 0:00,365,110916.02,112014.211,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Assistant Dean Arts & Sciences,Full Time Employee,12/22/18 0:00,365,111002.88,111185.36,U Mass Dartmouth,Non-Unit Professional (D88),D88,Non-Unit Professional
2018,female,Sr. Advancement Officer,Full Time Employee,12/22/18 0:00,365,111015.38,112200.137,U Mass Dartmouth,ESU Professional Local 1895 (D85),D85,ESU Professional Local 1895
2018,female,Assoc Professor,Full Time Employee,12/22/18 0:00,365,111276.88,112378.756,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Asst Professor U of M,Full Time Employee,12/22/18 0:00,365,111359.37,86699.86,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,Associate Professor,Full Time Employee,12/22/18 0:00,365,111434.99,91037.102,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,female,Professor,Full Time Employee,12/22/18 0:00,365,111455.48,100917.31,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,female,Dir - Editorial Services,Full Time Employee,12/22/18 0:00,365,111514.65,111614.437,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,male,Lead Mech Design Engineer,Full Time Employee,12/8/18 0:00,351,111525.52,105011.66,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,Asst Professor U of M,Full Time Employee,12/22/18 0:00,365,111558.13,88165.74,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Associate Professor,Full Time Employee,12/22/18 0:00,365,111645.88,102282.96,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,male,Asst Dean - College of Science,Full Time Employee,12/22/18 0:00,365,111800.97,111989.853,U Mass Lowell,Non-Unit Professional (L98),L98,Non-Unit Professional
2018,male,Professor U of M,Full Time Employee,12/22/18 0:00,365,111837.44,112021.52,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,"Assoc Dean,Academic Affairs",Full Time Employee,12/22/18 0:00,365,111857.14,165580.74,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,male,Associate Professor,Full Time Employee,12/22/18 0:00,365,111868.84,112053.036,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,female,Clinical Research Assoc. III,Full Time Employee,12/22/18 0:00,365,111893.36,113001.279,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Asst Professor U of M,Full Time Employee,12/22/18 0:00,365,111969.68,88739.82,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,Associate Professor,Full Time Employee,12/22/18 0:00,365,111981.94,93849.86,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,male,University Police Captain,Full Time Employee,12/22/18 0:00,365,112024.16,111798.232,U Mass Dartmouth,ESU Professional Local 1895 (D85),D85,ESU Professional Local 1895
2018,male,Assoc Professor U of M,Full Time Employee,12/22/18 0:00,365,112109.33,110304.48,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Administrative Analyst III,Full Time Employee,12/22/18 0:00,365,112180.49,95454.58,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,male,"Database Administration, Sr",Full Time Employee,12/22/18 0:00,365,112224.56,111382.92,U Mass Central Office,Non-Unit Professional (P72),P72,Non-Unit Professional
2018,male,Librarian V U of M,Full Time Employee,12/22/18 0:00,365,112252.33,112437,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Assistant Professor,Full Time Employee,12/22/18 0:00,365,112343.63,85961.178,U Mass Lowell,MTA/NEA  MSP/UML Faculty (L90),L90,MTA/NEA  MSP/UML Faculty
2018,female,Academic Administrator IV,Full Time Employee,12/22/18 0:00,365,112373.57,120008.971,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Assoc Professor U of M,Full Time Employee,12/22/18 0:00,365,112378.25,100361.3,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,Associate Professor,Full Time Employee,12/22/18 0:00,365,112429.3,104761.848,U Mass Lowell,MTA/NEA  MSP/UML Faculty (L90),L90,MTA/NEA  MSP/UML Faculty
2018,male,LAN Manager,Full Time Employee,12/22/18 0:00,365,112452.07,112452.08,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Sr Product Owner,Full Time Employee,12/22/18 0:00,365,112453.11,114906.021,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Department Chairman,Full Time Employee,12/22/18 0:00,365,112500.24,115822.37,U Mass Boston,Non-Unit Professional (B43),B43,Non-Unit Professional
2018,female,"Director, Graduate Enrollment",Full Time Employee,12/22/18 0:00,365,112525.93,112525.963,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,female,"Mgr,LAN/WAN Systems",Full Time Employee,12/22/18 0:00,365,112584.53,112584.42,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Dir of Recruitment & Outreach,Full Time Employee,12/22/18 0:00,365,112608.43,112709.125,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,male,Senior Research Fellow,Full Time Employee,12/22/18 0:00,365,112666.74,112856.997,U Mass Boston,Non-Unit Professional (B43),B43,Non-Unit Professional
2018,male,Assoc Professor (Assoc Chair),Full Time Employee,12/22/18 0:00,365,112713.6,111806.886,U Mass Lowell,MTA/NEA  MSP/UML Faculty (L90),L90,MTA/NEA  MSP/UML Faculty
2018,male,Professor U of M,Full Time Employee,12/22/18 0:00,365,112807.08,112992.62,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Associate Professor,Full Time Employee,12/22/18 0:00,365,112809.57,111909.857,U Mass Lowell,MTA/NEA  MSP/UML Faculty (L90),L90,MTA/NEA  MSP/UML Faculty
2018,female,"Foundation Associate, Senior",Full Time Employee,12/22/18 0:00,365,112818.79,113009.265,U Mass Central Office,Non-Unit Professional (P72),P72,Non-Unit Professional
2018,male,Lead Architect,Full Time Employee,12/22/18 0:00,365,112872.41,112872.5,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Assoc Dir & Sr. Scientist,Full Time Employee,12/22/18 0:00,365,112904.79,99509.759,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,male,Associate Professor,Full Time Employee,12/22/18 0:00,365,112928.81,113029.981,U Mass Lowell,MTA/NEA  MSP/UML Faculty (L90),L90,MTA/NEA  MSP/UML Faculty
2018,male,Assoc Professor U of M,Full Time Employee,12/22/18 0:00,365,112941.24,113187.88,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,Senior Lecturer II A,Full Time Employee,12/22/18 0:00,365,113056.04,113241.96,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Sr Planner - Capital & Space,Full Time Employee,12/22/18 0:00,365,113077.2,114240.204,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,male,Assoc Professor U of M,Full Time Employee,12/22/18 0:00,365,113146.39,108767.36,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Assoc Professor U of M,Full Time Employee,12/22/18 0:00,365,113189.48,113375.6,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Asst Dean for GSBS,Full Time Employee,12/22/18 0:00,365,113246.84,120000.01,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Director of Development,Full Time Employee,12/22/18 0:00,365,113273.6,112211.02,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,female,Director Athletics,Full Time Employee,12/22/18 0:00,365,113307.28,128000.002,U Mass Dartmouth,ESU Professional Local 1895 (D85),D85,ESU Professional Local 1895
2018,male,Senior Lecturer II A,Full Time Employee,12/22/18 0:00,365,113350.44,113536.8,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Consultant Pharmacist II,Full Time Employee,12/22/18 0:00,365,113415.87,104540.644,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Inst Maintenance Foreman,Full Time Employee,12/22/18 0:00,365,113442.94,73605.74,U Mass Amherst,MTA/NEA Non-Exempt Supervisors (A15),A15,MTA/NEA Non-Exempt Supervisors
2018,male,Assoc Professor U of M,Full Time Employee,12/22/18 0:00,365,113512.68,113699.3,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,"Sr Eng, Sys Admin",Full Time Employee,12/22/18 0:00,365,113516.78,114077.515,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,"Mgr, Info Security&Compliance",Full Time Employee,12/22/18 0:00,365,113547.7,117095.021,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,"Software Administrator, Sr",Full Time Employee,12/22/18 0:00,365,113557.99,113147.402,U Mass Central Office,Non-Unit Professional (P72),P72,Non-Unit Professional
2018,male,Professor,Full Time Employee,12/22/18 0:00,365,113618.4,108902.409,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,male,Consultant Pharmacist II,Full Time Employee,12/22/18 0:00,365,113639.46,105523.947,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Asst. Director Energy Resource,Full Time Employee,12/22/18 0:00,365,113837.1,114964.2,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Sr Budget Manager,Full Time Employee,12/22/18 0:00,365,113923.12,113922.9,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Chrm.Of Department U of M,Full Time Employee,12/22/18 0:00,365,114028.61,224233.36,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,male,Dir - Corp & Foundat Relations,Full Time Employee,12/22/18 0:00,365,114137.14,114329.662,U Mass Lowell,Non-Unit Professional (L98),L98,Non-Unit Professional
2018,female,Assoc Professor U of M,Full Time Employee,12/22/18 0:00,365,114206.6,114455.12,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,"Supervisor,Information Systems",Full Time Employee,12/22/18 0:00,365,114251.36,114444.2,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,male,"Applications Specialist, Sr",Full Time Employee,12/22/18 0:00,365,114377.94,113868.117,U Mass Central Office,Non-Unit Professional (P72),P72,Non-Unit Professional
2018,female,FullTime Lecturer,Full Time Employee,12/22/18 0:00,365,114424.57,77602.98,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,female,Assoc Professor U of M,Full Time Employee,12/22/18 0:00,365,114472.44,112657.22,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Industrial Safety Manager,Full Time Employee,12/22/18 0:00,365,114505.87,120178.5,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,male,"System Specialist, Sr",Full Time Employee,12/22/18 0:00,365,114545.16,113533.037,U Mass Central Office,Non-Unit Professional (P72),P72,Non-Unit Professional
2018,female,Associate Professor,Full Time Employee,12/22/18 0:00,365,114574.52,103581.613,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,female,Assoc Professor U of M,Full Time Employee,12/22/18 0:00,365,114707,109046.08,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Associate Counsel,Full Time Employee,12/22/18 0:00,365,114791.27,116004.612,U Mass Central Office,Non-Unit Professional (P72),P72,Non-Unit Professional
2018,male,Senior Lecturer II,Full Time Employee,12/22/18 0:00,365,114793.08,82183.967,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,male,Inst. Ch. Power Plant Eng Gr D,Full Time Employee,12/22/18 0:00,365,114940.7,82349.161,U Mass Lowell,MTA/NEA Classified/Technical (L92),L92,MTA/NEA Classified/Technical
2018,female,Professor,Full Time Employee,12/22/18 0:00,365,114989.98,123968.174,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,female,Assistant Professor,Full Time Employee,12/22/18 0:00,365,115014.71,89106.242,U Mass Lowell,MTA/NEA  MSP/UML Faculty (L90),L90,MTA/NEA  MSP/UML Faculty
2018,female,Dir -  Health Services,Full Time Employee,12/22/18 0:00,365,115050.45,112720.545,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,female,Assoc Professor U of M,Full Time Employee,12/22/18 0:00,365,115083.89,118777.62,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Assistant Professor,Full Time Employee,12/22/18 0:00,365,115140.72,90289.101,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,female,Asst Professor U of M,Full Time Employee,12/22/18 0:00,365,115226.65,91073.84,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Payroll Manager,Full Time Employee,12/22/18 0:00,365,115245.4,115439.927,U Mass Boston,Non-Unit Professional (B43),B43,Non-Unit Professional
2018,female,Assoc Professor U of M,Full Time Employee,12/22/18 0:00,365,115279.92,115369.28,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,"Assoc Dean,Academic Affairs",Full Time Employee,12/22/18 0:00,365,115397.52,121058.6,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,male,Department Chairman,Full Time Employee,12/22/18 0:00,365,115563.16,122189.223,U Mass Boston,Non-Unit Professional (B43),B43,Non-Unit Professional
2018,female,Associate Professor,Full Time Employee,12/22/18 0:00,365,115581.64,97375.448,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,female,Supervising Psychologist,Full Time Employee,12/22/18 0:00,365,115585.9,115781.12,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,male,Assoc Professor,Full Time Employee,12/22/18 0:00,365,115588.47,116732.901,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Associate Professor,Full Time Employee,12/22/18 0:00,365,115588.72,110351.131,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,male,Sr. Tech Mangr. IT Lrning Sp,Full Time Employee,12/22/18 0:00,365,115618.2,115275.16,U Mass Dartmouth,ESU Professional Local 1895 (D85),D85,ESU Professional Local 1895
2018,male,Senior Lecturer II A,Full Time Employee,12/22/18 0:00,365,115643.77,111326.8,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,Librarian,Full Time Employee,12/8/18 0:00,351,115686.99,124283.9,U Mass Dartmouth,AFT Librarians and Technicians (D81),D81,AFT Librarians and Technicians
2018,male,Associate Professor,Full Time Employee,12/22/18 0:00,365,115739.57,103998.96,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,male,Lead Architect,Full Time Employee,12/22/18 0:00,365,115841.84,115841.7,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,male,Manager/Systems & Networking,Full Time Employee,12/22/18 0:00,365,115845.06,115844.989,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,male,"Sr Eng, Network Admin",Full Time Employee,12/22/18 0:00,365,115846.61,117533.01,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Assoc Professor U of M,Full Time Employee,12/22/18 0:00,365,115853.42,104968.76,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,female,"Dir. Advisin,Support & Plan",Full Time Employee,12/22/18 0:00,365,115884.23,108164.29,U Mass Dartmouth,ESU Professional Local 1895 (D85),D85,ESU Professional Local 1895
2018,male,Facilities Engineer IV,Full Time Employee,12/22/18 0:00,365,116015.62,117164.155,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Applications Manager,Full Time Employee,12/22/18 0:00,365,116034.95,117242.5,U Mass Central Office,Non-Unit Professional (P72),P72,Non-Unit Professional
2018,male,Associate Professor,Full Time Employee,12/22/18 0:00,365,116054.8,116245.858,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,female,Professor,Full Time Employee,12/22/18 0:00,365,116124.22,114647.361,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,male,Professional Technician I,Full Time Employee,12/22/18 0:00,365,116140.68,116298.78,U Mass Dartmouth,AFT Librarians and Technicians (D81),D81,AFT Librarians and Technicians
2018,female,"Dir, Immigration Services",Full Time Employee,12/22/18 0:00,365,116162.48,120000.14,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Dir. of Planning Info&Analysis,Full Time Employee,12/22/18 0:00,365,116171.24,116367.384,U Mass Boston,Non-Unit Professional (B43),B43,Non-Unit Professional
2018,female,Dir Donor Engagmnt&Stewardship,Full Time Employee,12/22/18 0:00,365,116254.34,115853.315,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,male,Dir of Enrollment IT Systems,Full Time Employee,12/22/18 0:00,365,116291.73,114091.64,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,male,Professor,Full Time Employee,12/22/18 0:00,365,116435.2,168213.868,U Mass Lowell,MTA/NEA  MSP/UML Faculty (L90),L90,MTA/NEA  MSP/UML Faculty
2018,male,Program Director,Full Time Employee,12/22/18 0:00,365,116457.38,117610.425,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,female,Professor,Full Time Employee,12/22/18 0:00,365,116633.64,115588.46,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,male,Dir.Environ HlthSaf/Sr.BioSfty,Full Time Employee,12/22/18 0:00,365,116742.94,116935,U Mass Dartmouth,ESU Professional Local 1895 (D85),D85,ESU Professional Local 1895
2018,female,Resident Pgy - 4,Full Time Employee,12/22/18 0:00,365,116771.4,67007.98,U Mass Worcester,Residents/Post Docs (W63),W63,Residents/Post Docs
2018,male,Assoc Controller Compliance,Full Time Employee,12/22/18 0:00,365,116897.33,117094.879,U Mass Boston,Non-Unit Professional (B43),B43,Non-Unit Professional
2018,female,Senior Major Gift Officer,Full Time Employee,12/22/18 0:00,365,116952.02,117056.662,U Mass Lowell,SEIU Professional (L95),L95,SEIU Professional
2018,male,"Mgr,LAN/WAN Systems",Full Time Employee,12/22/18 0:00,365,117000.18,111999.94,U Mass Amherst,MTA/NEA Professional Staff (A52),A52,MTA/NEA Professional Staff
2018,female,"Director, Counseling Center",Full Time Employee,12/22/18 0:00,365,117052.53,118000,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,female,"Dir, MuniMed Program",Full Time Employee,12/22/18 0:00,365,117060.26,118219.331,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Professor,Full Time Employee,12/22/18 0:00,365,117134.23,120067.74,U Mass Dartmouth,AFT Faculty Federation (D80),D80,AFT Faculty Federation
2018,male,Assoc Professor U of M,Full Time Employee,12/22/18 0:00,365,117244.16,114807.42,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
2018,male,"Applications Developer, Sr",Full Time Employee,12/22/18 0:00,365,117260.12,116381.19,U Mass Central Office,Non-Unit Professional (P72),P72,Non-Unit Professional
2018,female,Executive Dir. Internat Ed,Full Time Employee,12/22/18 0:00,365,117438.84,116741.664,U Mass Dartmouth,ESU Professional Local 1895 (D85),D85,ESU Professional Local 1895
2018,male,"Assoc Dir, Practice Transform",Full Time Employee,12/22/18 0:00,365,117443.01,118605.725,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Professor,Full Time Employee,12/22/18 0:00,365,117599.94,244800,U Mass Boston,MSP/FSU Faculty & Librarian (B40),B40,MSP/FSU Faculty & Librarian
2018,male,"System Specialist, Sr",Full Time Employee,12/22/18 0:00,365,117719.56,117586.89,U Mass Central Office,Non-Unit Professional (P72),P72,Non-Unit Professional
2018,male,Senior Research Fellow,Full Time Employee,12/22/18 0:00,365,117863.16,118062.478,U Mass Boston,Non-Unit Professional (B43),B43,Non-Unit Professional
2018,male,Professor,Full Time Employee,12/22/18 0:00,365,117891.94,118095.416,U Mass Lowell,MTA/NEA  MSP/UML Faculty (L90),L90,MTA/NEA  MSP/UML Faculty
2018,male,Assoc. Dir of Enterprise Syst,Full Time Employee,12/22/18 0:00,365,117965.79,118159.86,U Mass Dartmouth,ESU Professional Local 1895 (D85),D85,ESU Professional Local 1895
2018,male,Department Chairman,Full Time Employee,12/22/18 0:00,365,118002.4,127867.317,U Mass Boston,Non-Unit Professional (B43),B43,Non-Unit Professional
2018,male,VC Info Services&Strategy/CIO,Full Time Employee,12/22/18 0:00,365,118055.54,238724.98,U Mass Amherst,Non-Unit Professional (A53),A53,Non-Unit Professional
2018,female,Visiting Faculty Lecturer,Full Time Employee,12/22/18 0:00,365,118113.35,75000.12,U Mass Lowell,Non-Unit Professional (L98),L98,Non-Unit Professional
2018,male,Program Manager/NERCVE,Full Time Employee,7/7/18 0:00,197,118189.13,107050.976,U Mass Boston,MTA/NEA Professional Staff (B42),B42,MTA/NEA Professional Staff
2018,male,MIS Executive,Full Time Employee,12/8/18 0:00,351,118220.62,189048.658,U Mass Central Office,Non-Unit Professional (P72),P72,Non-Unit Professional
2018,female,Asst Professor,Full Time Employee,12/22/18 0:00,365,118312.98,117300.002,U Mass Worcester,Non-Unit Professional (W60),W60,Non-Unit Professional
2018,male,Head of Department,Full Time Employee,12/22/18 0:00,365,118474.52,137521.28,U Mass Amherst,MTA/NEA MSP Faculty (A50),A50,MTA/NEA MSP Faculty
